species,type,genus,name,hexcode,species_name,decade,pct_abundance,species_id,bar_order
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,1200,0.47809788725175184,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,1200,0,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,1200,0.3589180441567449,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,1300,1.1729405346426622,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,1300,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,1300,0.9069830878341517,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,1300,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,1300,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,1300,1.3657713006550354,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,1300,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,1300,18.952411171679685,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,1300,4.717133575354515,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,1300,0.7978723404255319,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,1300,0,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,1300,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1300,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1300,0,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1300,1.7048554282596835,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1300,0,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1300,2.079923622476814,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1300,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1300,0,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1300,0,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,1300,0,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,1300,0.4444981533904924,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,1300,2.079923622476814,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,1300,0,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,1300,0.4321372416891285,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,1300,0.6310927672955975,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,1300,0.6804455509804187,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,1300,11.77293176605481,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,1300,0.23733204688393367,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,1300,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,1300,0.8948498849922241,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,1300,0,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,1300,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,1300,3.034642662302237,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,1300,0.04716981132075472,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,1300,0,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,1300,0,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,1300,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,1300,0.26595744680851063,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,1300,2.564102564102564,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,1300,26.854882705946537,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,1300,0,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,1300,0.3332701242059354,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,1300,0,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1300,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1300,0.04329004329004329,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,1300,0,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,1300,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,1300,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,1300,0,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,1300,4.487179487179487,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,1300,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,1300,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1300,4.050736497545008,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1300,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,1300,5.398703384294667,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,1300,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,1300,0.7913832004094639,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,1300,2.9156320276544037,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,1300,0.23778128318222655,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,1300,0,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,1300,0.10416666666666667,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,1400,4.837807177568948,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,1400,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,1400,0.20325203252032517,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,1400,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,1400,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,1400,1.669330676139683,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,1400,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,1400,19.006469493689785,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,1400,4.427107244397037,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,1400,1.7725467952353942,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,1400,0,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,1400,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1400,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1400,0,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1400,2.101505930207008,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1400,0,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1400,3.3460573449229156,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1400,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1400,0.20325203252032517,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1400,1.4038570618264323,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,1400,0,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,1400,0,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,1400,0.3875968992248062,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,1400,0.04975124378109454,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,1400,0.04975124378109454,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,1400,0.47749132621586327,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,1400,4.31582591009418,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,1400,10.1080185458715,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,1400,0,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,1400,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,1400,1.3668302907855503,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,1400,0,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,1400,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,1400,2.843101183997384,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,1400,0,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,1400,0,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,1400,0.09500011255937507,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,1400,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,1400,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,1400,3.0360053757671457,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,1400,12.250310435222518,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,1400,0,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,1400,0.7507438627991959,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,1400,0.05050505050505052,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1400,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1400,0.0904977375565611,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,1400,0,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,1400,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,1400,0.45045045045045035,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,1400,1.060206548011426,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,1400,0.40650406504065034,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,1400,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,1400,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1400,15.697546667484275,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1400,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,1400,2.949694726483198,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,1400,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,1400,1.9099697947323597,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,1400,1.9168736356372598,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,1400,0.4850915845007804,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,1400,0,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,1400,0.281047520470432,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,1500,2.1494252873563213,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,1500,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,1500,0.5747126436781608,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,1500,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,1500,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,1500,1.632144260350258,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,1500,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,1500,13.540490998680472,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,1500,5.757315844611461,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,1500,1.5747126436781607,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,1500,0,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,1500,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1500,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1500,0.2873563218390804,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1500,5.011494252873562,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1500,0.2873563218390804,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1500,4.4367816091954015,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1500,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1500,0.2873563218390804,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1500,0,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,1500,0,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,1500,0.4291171136469417,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,1500,0.9999999999999999,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,1500,0,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,1500,0.048780487804878044,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,1500,0.28174248232387766,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,1500,0.3830500894454382,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,1500,10.905937023208716,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,1500,0.047619047619047616,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,1500,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,1500,0.5266039993036958,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,1500,0,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,1500,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,1500,2.0114942528735633,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,1500,0,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,1500,0,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,1500,0.04807692307692307,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,1500,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,1500,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,1500,4.724137931034481,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,1500,14.758620689655173,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,1500,0,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,1500,0.4295749891048172,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,1500,0.04651162790697674,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1500,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1500,0,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,1500,0,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,1500,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,1500,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,1500,0,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,1500,0.2873563218390804,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,1500,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,1500,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1500,12.60919540229885,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1500,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,1500,6.189356202873798,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,1500,0.09661835748792269,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,1500,1.2450917664517258,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,1500,7.424216268768537,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,1500,0.7273343988676055,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,1500,0,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,1500,0.24041811846689892,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,1600,0.15432098765432092,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,1600,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,1600,0.23148148148148143,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,1600,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,1600,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,1600,2.8913641101100604,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,1600,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,1600,16.094044008195976,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,1600,6.5374968008977605,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,1600,0.7716049382716048,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,1600,0,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,1600,0,species_32,4
Cytheropteron arctic,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1600,0,species_55,4
Cytheropteron biconv,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1600,0.15432098765432092,species_40,4
Cytheropteron elaeni,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1600,1.914840010078105,species_19,4
Cytheropteron inflat,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1600,0,species_52,4
Cytheropteron montro,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1600,1.5605316200554293,species_36,4
Cytheropteron nodoso,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1600,0,species_58,4
Cytheropteron parala,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1600,0.3401360544217687,species_53,4
Cytheropteron spp...,Ostracode,Cytheropteron,Ostracode,#e7f0e7,NA,1600,0,species_37,4
Dentalina,Foram,Dentalina,Foram,#e7f0e7,NA,1600,0,species_49,4
E. subarcticum,Foram,Elphidium,Elphidium,#697a93,NA,1600,0.09216589861751151,species_20,1
Elofsonella concinna,Ostracode,Elofsonella,Ostracode,#e7f0e7,NA,1600,0.15432098765432092,species_21,4
Elphidiella groenlandica,Foram,Elphidiella,Foram,#e7f0e7,NA,1600,0.09281192127137257,species_22,4
Elphidium agg. Large,Foram,Elphidium,Elphidium,#697a93,NA,1600,0,species_23,1
Elphidium agg. Small,Foram,Elphidium,Elphidium,#697a93,NA,1600,0.49385266239605596,species_24,1
Elphidium bartletti,Foram,Elphidium,Elphidium,#697a93,NA,1600,1.0163331028621798,species_4,1
Elphidium excavatum clavatum,Foram,Elphidium,Elphidium,#697a93,E. excavatum,1600,11.23046046200047,species_5,1
Elphidium incertum,Foram,Elphidium,Elphidium,#697a93,NA,1600,0,species_6,1
Eucythere sp....85,Ostracode,Eucythere,Ostracode,#e7f0e7,NA,1600,0,species_41,4
Haynesina orbicular,Foram,Haynesina,Foram,#e7f0e7,NA,1600,1.029393356082267,species_7,4
Heterocyprideis sorb,Ostracode,Heterocyprideis,Ostracode,#e7f0e7,NA,1600,0.15432098765432092,species_33,4
Jonesia acuminata (S,Ostracode,Jonesia,Ostracode,#e7f0e7,NA,1600,0,species_60,4
Kotoracythere arctob,Ostracode,Kotoracythere,Kotoracythere,#c49051,K. arctoborealis,1600,7.25938523557571,species_25,5
Lagena mollis,Foram,Lagena,Foram,#e7f0e7,NA,1600,0,species_8,4
Nonion agg.,Foram,Nonion,Foram,#e7f0e7,NA,1600,0,species_43,4
Nonion labridoricum,Foram,Nonion,Foram,#e7f0e7,NA,1600,0.14698526624876185,species_26,4
Normanicythere leiod,Ostracode,Normanicythere,Ostracode,#e7f0e7,NA,1600,0,species_34,4
Other...122,Ostracode,Other,Ostracode,#e7f0e7,NA,1600,0,species_56,4
Palmenella limicola ,Ostracode,Palmenella,Ostracode,#e7f0e7,NA,1600,0.3401360544217687,species_27,4
Paracyprideis pseudo,Ostracode,Paracyprideis,Paracyprideis,#729C9D,P. pseudopunctillata,1600,22.137188208616777,species_28,3
Planktic,Foram,Planktic,Foram,#e7f0e7,NA,1600,0.015408320493066256,species_46,4
Polymorphinids,Foram,Polymorphinids,Foram,#e7f0e7,NA,1600,0.2775697550177246,species_9,4
Pyrgo williamsoni,Foram,Pyrgo,Foram,#e7f0e7,NA,1600,0,species_10,4
Quinqueloculina arctica,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1600,0,species_61,4
Quinqueloculina seminulem,Foram,Quinqueloculina,Foram,#e7f0e7,NA,1600,0.050505050505050504,species_29,4
Rabilimis mirabilis ,Ostracode,Rabilimis,Ostracode,#e7f0e7,NA,1600,0.07716049382716046,species_30,4
Robertinoides,Foram,Robertinoides,Foram,#e7f0e7,NA,1600,0,species_50,4
Robertsonites tuberc,Ostracode,Robertsonites,Ostracode,#e7f0e7,NA,1600,0,species_57,4
Roundstonia globulif,Ostracode,Roundstonia,Ostracode,#e7f0e7,NA,1600,0.6944444444444443,species_35,4
Sarsicytheridea brad,Ostracode,Sarsicytheridea,Ostracode,#e7f0e7,NA,1600,2.5777903754094225,species_38,4
Schizocythere ikeyai,Ostracode,Schizocythere,Ostracode,#e7f0e7,NA,1600,0,species_59,4
Sclerochilus spp....,Ostracode,Sclerochilus,Ostracode,#e7f0e7,NA,1600,0,species_54,4
Semicytherura compla,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1600,11.478017132779035,species_31,4
Semicytherura spp...,Ostracode,Semicytherura,Ostracode,#e7f0e7,NA,1600,0,species_42,4
Spiroplectammina biformis,Foram,Spiroplectammina,Spiroplectammina,#dd605a,S. biformis,1600,4.741722445696049,species_11,6
Spiroplectammina earlandi,Foram,Spiroplectammina,Spiroplectammina,#dd605a,NA,1600,0,species_51,6
Stainforthia loeblichi,Foram,Stainforthia,Foram,#e7f0e7,NA,1600,1.5244826987167133,species_12,4
Stanforthia feylingi,Foram,Stanforthia,Foram,#e7f0e7,NA,1600,3.2220500309523574,species_13,4
Textularia torquata,Foram,Textularia,Foram,#e7f0e7,NA,1600,0.4812168174809295,species_44,4
Triloculina frigida,Foram,Triloculina,Foram,#e7f0e7,NA,1600,0.015408320493066256,species_14,4
Trochammina,Foram,Trochammina,Foram,#e7f0e7,NA,1600,0.04672897196261681,species_15,4
Acanthocythereis dun,Ostracode,Acanthocythereis,Ostracode,#e7f0e7,NA,1700,1.0907247514390372,species_16,4
Agglutinated indet.,Foram,Agglutinated,Foram,#e7f0e7,NA,1700,0,species_45,4
Argilloecia spp....6,Ostracode,Argilloecia,Ostracode,#e7f0e7,NA,1700,0.2403846153846154,species_47,4
Biserial Foram,Foram,Biserial,Foram,#e7f0e7,NA,1700,0,species_48,4
Bolivina arctica,Foram,Bolivina,Foram,#e7f0e7,NA,1700,0,species_62,4
Buccella frigida,Foram,Buccella,Foram,#e7f0e7,NA,1700,1.5757171009149646,species_1,4
Bythocythere constri,Ostracode,Bythocythere,Ostracode,#e7f0e7,NA,1700,0,species_17,4
Cassidulina reniforme,Foram,Cassidulina,Cassidulina,#3c475a,C. reniforme,1700,20.022755050219704,species_2,2
Cassidulina teretis,Foram,Cassidulina,Cassidulina,#3c475a,NA,1700,4.682237997133337,species_3,2
Cluthia cluthae (Bra,Ostracode,Cluthia,Ostracode,#e7f0e7,NA,1700,0.7505886970172685,species_18,4
Cyclogyra,Foram,Cyclogyra,Foram,#e7f0e7,NA,1700,0.08736533556663749,species_39,4
Cytheromorpha macche,Ostracode,Cytheromorpha,Ostracode,#e7f0e7,NA,1700,0,species_32,4
